dentatum	14
loeseneri	52
stenocalyx	10
tiliaefolium	52
microcarpum	67
caudatum	67
ciliatum	10
hirsutum	10
sulcatum	0
fuscum	0
microphyllum	0
acutifolium	0
newsp.1	0
membranaceum	0
newsp.2	0
discolor	0
disjunctum	0
blandum	0
lautum	0
jucundum	0
stellato-tomentosum	0
alpinum	0
villosum	0
obtusatum	0
hartwegii	0
costaricanum	0
tinoides_1	0
undulatum	0
subsessile	0
tinoides_2	0
triphyllum	0
lasiophyllum	0
pichinchense	0
jamesonii	0
hallii	0
toronis	0
seemenii	0
dumatorum	0
reticulatum	0
triphyllum_new	0
ayavacense	0
